apply_id	apply_create_dt	apply_real_dt	apply_expect_dt	ip	equip_id	entry_time	entry_type
52263074	1548130113	1550827885	1550764800	117.136.19	e7253eb5bd654aa4afd2c3ce6910637e	1548826810	f87
52263074	1548130113	1550827885	1550764800	117.136.19	e7253eb5bd654aa4afd2c3ce6910637e	1548826909	f13
52263074	1548130113	1550827885	1550764800	117.136.66	e7253eb5bd654aa4afd2c3ce6910637e	1548943488	f13
52263074	1548130113	1550827885	1550764800	117.136.66	e7253eb5bd654aa4afd2c3ce6910637e	1548943496	f13
52263074	1548130113	1550827885	1550764800	117.136.66	e7253eb5bd654aa4afd2c3ce6910637e	1548943506	f13
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549074336	f6
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549074860	f3
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549074876	f4
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549074882	f4
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549074885	f73
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549074889	f89
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549074915	f28
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549074916	f28
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549074918	f6
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549076054	f3
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549076074	f3
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549076112	f89
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549076117	f4
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549157629	f13
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549157660	f100
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549157696	f3
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549157699	f4
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549157704	f22
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549157706	f16
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549157706	f20
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549157713	f30
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549157725	f3
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549157728	f4
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549157731	f16
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549157731	f20
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549157734	f30
52263074	1548130113	1550827885	1550764800	117.136.19	e7253eb5bd654aa4afd2c3ce6910637e	1549170060	f64
52263074	1548130113	1550827885	1550764800	117.136.66	e7253eb5bd654aa4afd2c3ce6910637e	1549677335	f13
52263074	1548130113	1550827885	1550764800	117.136.66	e7253eb5bd654aa4afd2c3ce6910637e	1549677343	f13
52263074	1548130113	1550827885	1550764800	117.136.66	e7253eb5bd654aa4afd2c3ce6910637e	1549677364	f64
52263074	1548130113	1550827885	1550764800	117.136.66	e7253eb5bd654aa4afd2c3ce6910637e	1549677373	f3
52263074	1548130113	1550827885	1550764800	117.136.66	e7253eb5bd654aa4afd2c3ce6910637e	1549677377	f4
52263074	1548130113	1550827885	1550764800	117.136.66	e7253eb5bd654aa4afd2c3ce6910637e	1549677378	f73
52263074	1548130113	1550827885	1550764800	117.136.66	e7253eb5bd654aa4afd2c3ce6910637e	1549677387	f4
52263074	1548130113	1550827885	1550764800	117.136.66	e7253eb5bd654aa4afd2c3ce6910637e	1549677401	f16
52263074	1548130113	1550827885	1550764800	117.136.66	e7253eb5bd654aa4afd2c3ce6910637e	1549677401	f20
52263074	1548130113	1550827885	1550764800	117.136.66	e7253eb5bd654aa4afd2c3ce6910637e	1549677405	f30
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549764594	f13
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549971715	f13
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1549971716	f13
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550784876	f1
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550784913	f42
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550784961	f64
52263074	1548130113	1550827885	1550764800	117.136.19	e7253eb5bd654aa4afd2c3ce6910637e	1550821217	f3
52263074	1548130113	1550827885	1550764800	117.136.19	e7253eb5bd654aa4afd2c3ce6910637e	1550821231	f21
52263074	1548130113	1550827885	1550764800	117.136.19	e7253eb5bd654aa4afd2c3ce6910637e	1550821258	f4
52263074	1548130113	1550827885	1550764800	117.136.19	e7253eb5bd654aa4afd2c3ce6910637e	1550821266	f4
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550821370	f4
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550821378	f3
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550821381	f4
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550821383	f16
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550821383	f20
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550821387	f22
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550821391	f30
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550821423	f64
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550825436	f6
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550825567	f1
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550825596	f3
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550825599	f4
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550825600	f73
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550825603	f16
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550825603	f20
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550825607	f22
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550825608	f17
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550825614	f24
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550827863	f6
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550827869	f1
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550827871	f11
52263074	1548130113	1550827885	1550764800	223.104.147	e7253eb5bd654aa4afd2c3ce6910637e	1550827873	f9
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130035	f31
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130040	f5
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130040	f7
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130047	f14
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130047	f26
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130056	f47
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130063	f14
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130063	f37
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130065	f47
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130073	f39
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130113	f34
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130151	f38
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130179	f54
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130185	f50
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130188	f51
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130201	f32
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130204	f19
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130208	f15
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130220	f21
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130247	f4
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130256	f4
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130266	f4
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130276	f4
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130286	f4
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130296	f4
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130306	f4
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130316	f4
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130326	f4
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130336	f4
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130346	f4
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130358	f4
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130388	f89
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130390	f5
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130390	f7
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130392	f4
52263431	1548130247	1549947799	1550678400	111.19.54	df2b1ddc9c27251d	1548130398	f22
